업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태
밀리스테이,외국인관광도시민박업,"서울특별시 마포구 성미산로16길 43, 지하층 101호 (연남동)",CDFI2262212023000065,2023-06-02,영업/정상(영업중)
STUDIO J,외국인관광도시민박업,"서울특별시 마포구 신촌로8길 19-1, 지하1층 J2호 (동교동)",CDFI2262212022000011,2022-03-14,영업/정상(영업중)
Nature House,외국인관광도시민박업,"서울특별시 마포구 연남로3길 21, 101호 (연남동)",CDFI2262212020000030,2020-03-26,영업/정상(영업중)
버터하우스,외국인관광도시민박업,"서울특별시 마포구 희우정로1길 6-8, 102호 (합정동)",CDFI2262212024000197,2024-07-30,영업/정상(영업중)
상수 스테이,외국인관광도시민박업,서울특별시 마포구 어울마당로2길 21 (당인동),CDFI2262212024000192,2024-07-25,영업/정상(영업중)
스텔라 마리스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 44, 502호 (동교동)",CDFI2262212024000191,2024-07-24,영업/정상(영업중)
Nael House,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 12, 3층 (동교동)",CDFI2262212022000003,2022-01-27,영업/정상(영업중)
스테이담,외국인관광도시민박업,"서울특별시 마포구 월드컵북로7길 10, 2층 (서교동)",CDFI2262212024000196,2024-07-30,영업/정상(영업중)
스테이 망원,외국인관광도시민박업,"서울특별시 마포구 동교로9길 55, 1층 202호 (망원동)",CDFI2262212024000143,2024-06-21,영업/정상(영업중)
다온 포레스트,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 79, 403호 (성산동, 다온숲)",CDFI2262212024000193,2024-07-25,영업/정상(영업중)
망원경,외국인관광도시민박업,"서울특별시 마포구 월드컵로5길 36-13, 2층 1호 (합정동, 미성연립)",CDFI2262212022000004,2022-02-08,영업/정상(영업중)
블루하우스,외국인관광도시민박업,"서울특별시 마포구 만리재로16안길 9, 101호 (공덕동)",CDFI2262212024000176,2024-07-18,영업/정상(영업중)
벨라 스테이,외국인관광도시민박업,"서울특별시 마포구 효창목4길 15-1, B101호 (공덕동)",CDFI2262212024000202,2024-08-05,영업/정상(영업중)
어썸 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로29마길 15-8, 202호 (서교동)",CDFI2262212020000008,2020-01-16,영업/정상(영업중)
STAR,외국인관광도시민박업,"서울특별시 마포구 월드컵로8길 37-12, 103호 (서교동)",CDFI2262212024000174,2024-07-18,영업/정상(영업중)
갤러리 하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로 169, 1층 (연남동)",CDFI2262212024000175,2024-07-18,영업/정상(영업중)
소솜 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로 240, 계림빌딩 4층 (연남동)",CDFI2262212024000178,2024-07-18,영업/정상(영업중)
모노룸,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-16, 1층 뒤쪽호 (연남동)",CDFI2262212019000107,2019-09-17,영업/정상(영업중)
Little Forest,외국인관광도시민박업,"서울특별시 마포구 양화로23길 30-1, B03호 (동교동)",CDFI2262212023000046,2023-05-16,영업/정상(영업중)
모던 아파트먼트,외국인관광도시민박업,"서울특별시 마포구 성미산로15길 37, 2층 (성산동)",CDFI2262212024000162,2024-07-10,영업/정상(영업중)
THE COTILDA MAPO,외국인관광도시민박업,"서울특별시 마포구 성암로9안길 14-4, 1층 (중동)",CDFI2262212024000116,2024-05-30,영업/정상(영업중)
망원스테이 아띠,외국인관광도시민박업,"서울특별시 마포구 망원로2길 89-7, 101호 (망원동)",CDFI2262212024000142,2024-06-21,영업/정상(영업중)
인자하우스,외국인관광도시민박업,"서울특별시 마포구 도화2길 29, 2층 (도화동)",CDFI2262212018000068,2018-09-13,영업/정상(영업중)
게스트하우스 하하네,외국인관광도시민박업,"서울특별시 마포구 토정로17길 31-8, 1층 (신수동)",CDFI2262212020000080,2020-12-09,영업/정상(영업중)
Again Guesthouse,외국인관광도시민박업,"서울특별시 마포구 와우산로29라길 7-1, 203호 (서교동)",CDFI2262212019000002,2019-01-04,영업/정상(영업중)
달리하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵로3길 31-31, 네오빌딩 4층 (합정동)",CDFI2262212018000110,2018-12-11,영업/정상(영업중)
서울 휴가,외국인관광도시민박업,"서울특별시 마포구 독막로22길 1-14, 102호 (창전동)",CDFI2262212023000194,2023-12-12,영업/정상(영업중)
가끔_신촌,외국인관광도시민박업,"서울특별시 마포구 신촌로24안길 12-8, 1층 (노고산동)",CDFI2262212023000209,2023-12-28,영업/정상(영업중)
다우하우스1,외국인관광도시민박업,"서울특별시 마포구 와우산로29나길 12, 2층 (서교동)",CDFI2262212018000067,2018-09-10,영업/정상(영업중)
오티움,외국인관광도시민박업,"서울특별시 마포구 월드컵로14길 62, 501호 (서교동)",CDFI2262212023000195,2023-12-13,영업/정상(영업중)
zzang9 house,외국인관광도시민박업,"서울특별시 마포구 독막로2길 35, 201호 (합정동)",CDFI2262212023000059,2023-05-31,영업/정상(영업중)
합정해날,외국인관광도시민박업,"서울특별시 마포구 독막로2길 35, 3층 301호 (합정동)",CDFI2262212023000073,2023-06-19,영업/정상(영업중)
마므레인서울,외국인관광도시민박업,"서울특별시 마포구 대흥로24라길 20, 지층 지하호 (염리동)",CDFI2262212024000239,2024-08-26,영업/정상(영업중)
Happy house,외국인관광도시민박업,"서울특별시 마포구 연희로1길 41, 101호 (연남동, 예일빌라)",CDFI2262212020000075,2020-09-29,영업/정상(영업중)
니트하우스 홍대,외국인관광도시민박업,"서울특별시 마포구 양화로15안길 7, 2층 (서교동)",CDFI2262212017000012,2017-02-08,영업/정상(영업중)
홀리데이 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 양화로16길 18, 401호 (서교동)",CDFI2262212017000043,2017-05-29,영업/정상(영업중)
코지 브릭하우스,외국인관광도시민박업,"서울특별시 마포구 망원로6길 3, 1층 (망원동)",CDFI2262212023000207,2023-12-28,영업/정상(영업중)
하모니 스테이,외국인관광도시민박업,"서울특별시 마포구 양화로16길 15, 무광빌딩 501호 (서교동)",CDFI2262212024000011,2024-01-16,영업/정상(영업중)
누크 하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로29길 35-13, 1층 (연남동)",CDFI2262212023000206,2023-12-28,영업/정상(영업중)
스테이4578,외국인관광도시민박업,"서울특별시 마포구 동교로8안길 19, 플렉엠 101호 (합정동)",CDFI2262212022000075,2022-11-16,영업/정상(영업중)
스테이온 2,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 48-21, 301호 (서교동)",CDFI2262212023000103,2023-08-04,영업/정상(영업중)
홍대 하우스,외국인관광도시민박업,"[121-829] 서울특별시 마포구 독막로12길 13, 나동 202호 (당인동)",CDFI2262212015000061,2015-05-13,영업/정상(영업중)
ZZZIP 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 성지1길 32-16, 1층 (합정동)",CDFI2262212017000016,2017-02-16,영업/정상(영업중)
Homi house,외국인관광도시민박업,"서울특별시 마포구 홍익로2길 27-15, 102호 (서교동)",CDFI2262212019000071,2019-07-05,영업/정상(영업중)
시티 오아시스 합정점,외국인관광도시민박업,"서울특별시 마포구 동교로 64-5, 2층 301호 (합정동)",CDFI2262212023000183,2023-11-28,영업/정상(영업중)
연남재 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 동교로 246, 2층 (연남동)",CDFI2262212019000135,2019-11-15,영업/정상(영업중)
STAY AN,외국인관광도시민박업,"서울특별시 마포구 홍익로2길 27-17, 2층 (서교동)",CDFI2262212020000017,2020-02-27,영업/정상(영업중)
돌마,외국인관광도시민박업,"서울특별시 마포구 동교로23길 32, 501호 (동교동)",CDFI2262212019000022,2019-03-07,영업/정상(영업중)
그린하우스,외국인관광도시민박업,"서울특별시 마포구 어울마당로 136-10, 3층 (서교동)",CDFI2262212022000091,2022-12-27,영업/정상(영업중)
더 서울 하우스 (마포),외국인관광도시민박업,서울특별시 마포구 백범로39길 10-3 (신공덕동),CDFI2262212023000117,2023-09-04,영업/정상(영업중)
파라다이스 인 마포,외국인관광도시민박업,"서울특별시 마포구 성산로6길 27, 2~3층 (성산동)",CDFI2262212024000189,2024-07-24,영업/정상(영업중)
조이 하우스,외국인관광도시민박업,"서울특별시 마포구 성산로6길 27, 1층 (성산동)",CDFI2262212024000190,2024-07-24,영업/정상(영업중)
몽이하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵로8길 25, 1층 (서교동)",CDFI2262212020000013,2020-02-03,영업/정상(영업중)
빙고 연남,외국인관광도시민박업,"서울특별시 마포구 연희로1길 28-9, 1층 (동교동)",CDFI2262212020000025,2020-03-13,영업/정상(영업중)
찬스하우스,외국인관광도시민박업,"서울특별시 마포구 동교로27길 44-7, 201호 (연남동)",CDFI2262212019000142,2019-11-28,영업/정상(영업중)
더케이하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 62, 한라빌리지 202호 (연남동)",CDFI2262212019000124,2019-10-16,영업/정상(영업중)
진스파라다이스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로2길 81, 5층 (동교동)",CDFI2262212019000009,2019-01-29,영업/정상(영업중)
홍대 애비뉴,외국인관광도시민박업,"서울특별시 마포구 동교로25길 54-8, 301호 (연남동)",CDFI2262212019000131,2019-10-25,영업/정상(영업중)
응담하우스,외국인관광도시민박업,"서울특별시 성북구 동소문로24길 14, 503호 (동선동1가, 어룡빌딩)",CDFI2262212025000004,2025-02-03,영업/정상(영업중)
아소원,외국인관광도시민박업,"서울특별시 성북구 보문로36길 40, 701층 (삼선동4가)",CDFI2262212025000010,2025-02-20,영업/정상(영업중)
데스빠시오,외국인관광도시민박업,"서울특별시 강동구 구천면로42가길 15-3, b102호 (천호동)",CDFI2262212025000025,2025-02-19,영업/정상(영업중)
Stay 정릉,외국인관광도시민박업,"서울특별시 성북구 보국문로24길 19, 302호 (정릉동, 칸트하우스)",CDFI2262212025000006,2025-02-12,영업/정상(영업중)
행복감스테이,외국인관광도시민박업,"서울특별시 강서구 초록마을로12길 30, 203호 (화곡동, 타워센스빌)",CDFI2262212025000010,2025-02-21,영업/정상(영업중)
럭키비키하우스,외국인관광도시민박업,서울특별시 강서구 개화동로9길 7 (주)효담 201호 (개화동),CDFI2262212025000009,2025-02-19,영업/정상(영업중)
호롱스테이,외국인관광도시민박업,"서울특별시 성북구 보국문로24길 19, 201호 (정릉동, 칸트하우스)",CDFI2262212025000011,2025-02-21,영업/정상(영업중)
지구플레이스,외국인관광도시민박업,"서울특별시 강서구 초원로 16-6, 601호 (방화동, 예담리치빌)",CDFI2262212024000047,2024-12-12,영업/정상(영업중)
Sarangbang Stay,외국인관광도시민박업,"서울특별시 강서구 공항대로2가길 16, 101동 203호 (공항동, 아이디주택)",CDFI2262212024000049,2024-12-16,영업/정상(영업중)
문스하우스,외국인관광도시민박업,"서울특별시 성북구 정릉로38다길 9, 401호 (정릉동)",CDFI2262212025000009,2025-02-20,영업/정상(영업중)
예성 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵로7길 60, 지층 101호 (합정동)",CDFI2262212021000052,2021-08-17,영업/정상(영업중)
Chill&Cozy,외국인관광도시민박업,"서울특별시 강서구 강서로34길 15, B02호 (화곡동)",CDFI2262212024000048,2024-12-16,영업/정상(영업중)
부영,외국인관광도시민박업,"서울특별시 마포구 동교로 278-1, 202호 (연남동)",CDFI2262212024000051,2024-03-21,영업/정상(영업중)
1978 Stay,외국인관광도시민박업,"서울특별시 마포구 대흥로18길 7, 102호 (대흥동)",CDFI2262212024000009,2024-01-15,영업/정상(영업중)
H2 room,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 79, 604호 (성산동, 다온숲)",CDFI2262212024000130,2024-06-11,영업/정상(영업중)
B.B.Stay (Sinchon),외국인관광도시민박업,"서울특별시 마포구 백범로1길 57-4, 2층 (노고산동)",CDFI2262212024000148,2024-06-25,영업/정상(영업중)
씨유 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로47길 7, 3층 (연남동)",CDFI2262212024000010,2024-01-15,영업/정상(영업중)
